entity,country_code
보즈누르드,IR
surulere,NG
सुरुलेरे,NG
スルレレ,NG
苏鲁莱雷,NG
수룰레레,NG
humen,CN
hổ môn,CN
हुमेन,CN
หูเหมิน,CN
フーメン,CN
虎门,CN
후먼,CN
hat yai,TH
हात याई,TH
หาดใหญ่,TH
ハジャイ,TH
合艾,TH
핫야이,TH
haicheng,CN
hải thành,CN
हाइचेंग,CN
ไห่เฉิง,CN
海城,CN
하이청,CN
curug,ID
चुरूग,ID
จูรุก,ID
チュルグ,ID
朱古,ID
쿠룩,ID
barrancabermeja,CO
बारांकाबेरमेहा,CO
บาร์รันกาเบร์เมฆา,CO
バランカベルメハ,CO
巴兰卡韦梅哈,CO
바랑카베르메하,CO
slatoust,RU
zlatooust,RU
zlatoust,RU
złatoust,RU
ज़्लातोउस्त,RU
ซลาโตอุสต์,RU
ズラトウースト,RU
兹拉托乌斯特,RU
즐라토우스트,RU
angren,UZ
mukono,UG
अंगरेन,UZ
मुकोनो,UG
มูโคโน,UG
อังเกรน,UZ
アングレン,UZ
ムコノ,UG
安格连,UZ
穆科诺,UG
무코노,UG
앙그렌,UZ
bago city,PH
बागो,PH
บาโก,PH
バゴ,PH
巴戈市,PH
ormoc,PH
ओर्मोक,PH
โอร์โมก,PH
オルモック,PH
奧爾莫克,PH
오르모크,PH
nova friburgo,BR
नोवा फ्राइबर्गो,BR
นอวาฟรีบูร์กู,BR
ノヴァ・フリブルゴ,BR
新弗里堡,BR
노바프리부르구,BR
chajpur,PK
khairpur,PK
khairpur mir's,PK
खैरपुर,PK
ไคร์ปูร์,PK
ハイールプル,PK
海尔布尔,PK
카이르푸르,PK
business bay,AE
chodżent,TJ
chudschand,TJ
juyand,TJ
khodjent,TJ
khujand,TJ
ख़ुजन्द,TJ
बिजनेस बे,AE
ฆูจันด์,TJ
บิสซิเนสเบย์,AE
ビジネスベイ,AE
ホジェンド,TJ
商业湾,AE
胡占德,TJ
비즈니스 베이,AE
후잔드,TJ
peoria,US
पियोरिया,US
พีโอเรีย,US
ピオリア,US
皮奥里亚,US
피오리아,US
ashaiman,GH
アシャイマン,GH
阿沙伊曼,GH
아샤이만,GH
providence,US
प्रॉविडेंस,US
พรอวิเดนซ์,US
プロビデンス,US
普罗维登斯,US
프로비던스,US
choa chu kang new town,SG
चोआ चू कांग न्यू टाउन,SG
ชัว ชู กัง นิวทาวน์,SG
チュア・チュー・カン・ニュータウン,SG
蔡厝港新镇,SG
초아추캉 뉴타운,SG
palopo,ID
पालोपो,ID
ปาโลโป,ID
パロポ,ID
帕洛波,ID
팔로포,ID
mahesana,IN
मेहसाणा,IN
เมห์ซานา,IN
マヘーサーナー,IN
马赫萨纳,IN
메사나,IN
hino,JP
हिनो,JP
ฮิโนะ,JP
日野,JP
히노,JP
dźhelam,PK
jhelam,PK
jhelum,PK
झेलम,PK
เฌลัม,PK
ジェーラム,PK
杰赫勒姆,PK
젤룸,PK
cork,IE
कॉर्क,IE
คอร์ก,IE
コーク,IE
科克,IE
코크,IE
al fallujah,IQ
falloujah,IQ
falludscha,IQ
falluja,IQ
fallujah,IQ
faludża,IQ
faluja,IQ
faluya,IQ
फ़ल्लुजाह,IQ
ฟัลลูจาห์,IQ
ファルージャ,IQ
费卢杰,IQ
팔루자,IQ
a lặc thái,CN
altay,CN
ałtaj,CN
अल्ताई,CN
อัลไต,CN
アルタイ,CN
阿勒泰,CN
아러타이,CN
ise-ekiti,NG
इसे-एकिति,NG
อิเซ-เอกิติ,NG
イセ・エキティ,NG
伊塞埃基蒂,NG
이세에키티,NG
vantaa,FI
वान्ता,FI
วันตา,FI
ヴァンター,FI
万塔,FI
반타,FI
bontang,ID
बोनटांग,ID
บนตัง,ID
ボンタン,ID
文当,ID
본탕,ID
tallahassee,US
टैलाहैसी,US
แทลลาแฮสซี,US
タラハシー,US
塔拉哈西,US
탤러해시,US
saddiqabad,PK
sadiqabad,PK
सादिक़ाबाद,PK
ซาดิกาบาด,PK
サディカバード,PK
萨迪卡巴德,PK
사디카바드,PK
kofu,JP
कोफ़ु,JP
โคฟุ,JP
甲府,JP
고후,JP
numazu,JP
नुमाज़ू,JP
นูมาซุ,JP
沼津,JP
누마즈,JP
joetsu,JP
jōetsu,JP
जोएत्सु,JP
โจเอ็ตสึ,JP
上越,JP
조에쓰,JP
planaltina,BR
प्लानाल्टीना,BR
ปลานัลตินา,BR
プラナルティーナ,BR
普拉纳尔蒂纳,BR
플라나우치나,BR
sunrise manor,US
サンライズマナー,US
森賴斯梅納,US
선라이즈매너,US
sysran,RU
syzran,RU
syzran',RU
syzrań,RU
sízran,RU
सिज़रान,RU
ซืยซรัน,RU
シズラニ,RU
瑟兹兰,RU
시즈란,RU
danshui,"[""TW"", ""CN""]"
tamsui,"[""TW"", ""CN""]"
đạm thủy,"[""TW"", ""CN""]"
दान्शुई,"[""TW"", ""CN""]"
ตั้นสุ่ย,"[""TW"", ""CN""]"
淡水,"[""TW"", ""CN""]"
단수이,"[""TW"", ""CN""]"
bytom,PL
बितोμ,PL
บือตอม,PL
ビトム,PL
比托姆,PL
비톰,PL
mwene-ditu,CD
ムウェネ・ディトゥ,CD
姆韋內迪圖,CD
음웨네디투,CD
panalanoy,PH
पनालनॉय,PH
ปานาลานอย,PH
パナラノイ,PH
파날라노이,PH
santarem,BR
santarém,BR
सांटारेम,BR
ซังตา렝,BR
サンタレン,BR
圣塔伦,BR
산타렝,BR
guixi,CN
quý khê,CN
गुइशी,CN
กุ้ยซี,CN
貴渓,CN
贵溪,CN
구이시,CN
odawara,JP
ओडवारा,JP
โอดาวาระ,JP
小田原,JP
오다와라,JP
almeria,ES
almería,ES
अल्मेरिया,ES
อัลเมริอา,ES
アルメリア,ES
阿尔梅里亚,ES
알메리아,ES
camacari,BR
camaçari,BR
कामासारी,BR
กามาซารี,BR
カマサリ,BR
卡马萨里,BR
카마사리,BR
labuan bajo,ID
लबुआन बाजो,ID
ลาบวนบาโจ,ID
ラブアンバジョ,ID
拉布安巴佐,ID
라부안 바조,ID
anjo,JP
anjō,JP
अंजो,JP
อันโจ,JP
安城,JP
안조,JP
boyeros,CU
बोयेरोस,CU
ボジェーロス,CU
博耶罗斯,CU
보예로스,CU
george,ZA
जॉर्ज,ZA
จอร์จ,ZA
ジョージ,ZA
乔治,ZA
tottori,JP
tottori-shi,JP
तोत्तोरी,JP
ทตโตริ,JP
鳥取市,JP
돗토리시,JP
acarigua,VE
अकारीगुआ,VE
アカリグア,VE
阿卡里瓜,VE
아카리과,VE
hosa'ina,ET
hosaena,ET
होसाएना,ET
โฮซาอินา,ET
ホッサナ,ET
霍萨纳,ET
호사이나,ET
mabalacat city,PH
มาบาลากัต,PH
マバラカット,PH
馬巴拉卡特,PH
마발라캇,PH
riohacha,CO
रियोआचा,CO
ริโออาชา,CO
リオアチャ,CO
里奥阿查,CO
리오아차,CO
lai châu,CN
laizhou,CN
santa barbara d'oeste,BR
santa bárbara d'oeste,BR
लाइझोउ,CN
ไหลโจว,CN
サンタ・バルバラ・ド・オエステ,BR
圣巴巴拉-杜埃斯特,BR
莱州,CN
라이저우,CN
산타바르바라두에스티,BR
rio grande,BR
río grande,BR
रियो ग्रांडे,BR
รีโอกรันเด,BR
リオグランデ,BR
里奥格兰德,BR
리우그란데,BR
grand prairie,US
ग्रैंड प्रेरी,US
แกรนด์แพรรี,US
グランドプレーリー,US
大草原城,US
그랜드프레리,US
ait melloul,MA
ajt mellul,MA
aït melloul,MA
アイト・メロール,MA
艾特迈卢勒,MA
아이르멜룰,MA
sutton,GB
सटन,GB
ซัตตัน,GB
サットン,GB
萨顿,GB
서턴,GB
quan nam,VN
quang nam,VN
quảng nam,VN
क्वांग नाम,VN
กว๋างนาม,VN
クアンナム,VN
广南,VN
꽝남,VN
chilpancingo,MX
चिलपैनसिन्गो,MX
ชิลปันซิงโก,MX
チルパンシンゴ,MX
奇尔潘辛戈,MX
칠판싱고,MX
cachoeiro de itapemirim,BR
กาชูเอย์รูจีอีตาเปมีริง,BR
カショエイロ・デ・イタペミリン,BR
卡舒埃鲁迪伊塔佩米林,BR
카쇼에이루지이타페미링,BR
donaustadt,AT
डोनाउश्टाट,AT
โดเนาชตัดท์,AT
ドナウシュタット,AT
多瑙城,AT
도나우슈타트,AT
pinar del rio,CU
pinar del río,CU
पिनार डेल रियो,CU
ปินาร์เดลริโอ,CU
ピナール・デル・リオ,CU
比那尔德里奥,CU
피나르델리오,CU
huixing,CN
huệ tinh,CN
हुइशिंग,CN
ฮุ่ยซิง,CN
慧星,CN
慧星 (けいせい),CN
후이싱,CN
kirikkale,TR
किरिक्काले,TR
คิริกคาเล,TR
クルッカレ,TR
克勒克卡莱,TR
키리칼레,TR
pagadian,PH
पगाडियन,PH
ปากาดีอัน,PH
パガディアン,PH
帕加迪安,PH
파가디안,PH
pabna,BD
पाबना,BD
ปาบนา,BD
パブナ,BD
巴布纳,BD
파브나,BD
changyuan,CN
trường viên,CN
चांगयुआन,CN
ฉางหยวน,CN
長垣,CN
长垣,CN
창위안,CN
cienfuegos,CU
सिएनफ़्यूगोस,CU
ซิเอนฟูเอโกส,CU
シエンフエーゴス,CU
西恩富戈斯,CU
시엔푸에고스,CU
be'er sheva,IL
beer szewa,IL
beer-sheva,IL
beerseba,IL
beersheba,IL
bersebá,IL
be’er scheva,IL
बेर्शेबा,IL
เบียร์เชวา,IL
ベエルシェバ,IL
贝尔谢巴,IL
브에르셰바,IL
al-wad,DZ
el oued,DZ
एल औएड,DZ
แอลเวด,DZ
エル・ウェッド,DZ
瓦德,DZ
엘웨드,DZ
overland park,US
ओवरलैंड पार्क,US
โอเวอร์แลนด์พาร์ก,US
オーバーランドパーク,US
奥弗兰帕克,US
오버랜드파크,US
raebareli,IN
रायबरेली,IN
รายเบเรลี,IN
ラーイバレーリー,IN
雷伯雷利,IN
라에바렐리,IN
springs,ZA
स्प्रिंग्स,ZA
สปริงส์,ZA
スプリングス,ZA
斯普林斯,ZA
스프링스,ZA
dương thành,CN
yangcheng,CN
यांगचेंग,CN
หยางเฉิง,CN
ようじょう,CN
阳城,CN
양청,CN
mopti,ML
मोप्ती,ML
มอปตี,ML
モプティ,ML
莫普提,ML
몹티,ML
churaibat as-suq,JO
churajbat as-suk,JO
juraybat as-suq,JO
khuraybat as suq,JO
ख़ुरैबात अस-सूक़,JO
คุรัยบัตอัสซุก,JO
クライバ・アッ＝スーク,JO
胡赖拜特苏格,JO
쿠라이바트 아스 수크,JO
ซาวิยาห์,LY
ザウィーヤ,LY
자위야,LY
haridwar,IN
हरिद्वार,IN
หริทวาร,IN
ハリドワール,IN
哈里瓦,IN
하리드와르,IN
leganes,ES
leganés,ES
लेगाने,ES
เลกาเนส,ES
レガネス,ES
莱加内斯,ES
레가네스,ES
ad-damazin,SD
अद-दमाज़िन,SD
อัดดะมะซีน,SD
アド・ダマズィーン,SD
达马津,SD
앗다마진,SD
dunhuang,CN
đôn hoàng,CN
दुन्हुआंग,CN
ตุนหวง,CN
敦煌,CN
둔황,CN
hawr,FR
le havre,FR
ले हावरे,FR
เลออาฟวร์,FR
ル・アーヴル,FR
勒阿弗尔,FR
르아브르,FR
singrauli,IN
सिंगरौली,IN
สิงเคราะห์,IN
シングラウリー,IN
辛格劳利,IN
싱그라울리,IN
phusro,IN
फुसरो,IN
ภูสโร,IN
フスロ,IN
普斯罗,IN
푸스로,IN
saint-sébastien,ES
san sebastian,ES
san sebastián,ES
सान सेबास्तिआन,ES
ซานเซบัสเตียน,ES
サン・セバスティアン,ES
圣塞瓦斯蒂安,ES
산세바스티안,ES
knoxville,US
नॉक्सविल,US
น็อกซ์วิลล์,US
ノックスビル,US
诺克斯维尔,US
녹스빌,US
poza rica de hidalgo,MX
पोज़ा रिका दे हिदाल्गो,MX
โปซาริกาเดอิดัลโก,MX
ポサ・リカ・デ・イダルゴ,MX
波薩里卡德伊達爾戈,MX
포사리카데이달고,MX
bilbajs,EG
bilbeis,EG
bilbéis,EG
बिलबीस,EG
ビルベース,EG
拜勒比斯,EG
빌베이스,EG
kutahya,TR
kütahya,TR
कुताह्या,TR
คือทาห์ยา,TR
キュタヒヤ,TR
屈塔希亚,TR
퀴타히아,TR
meycauayan,PH
मेयकाउयान,PH
เมย์คาวายัน,PH
メイカウアヤン,PH
梅卡瓦延,PH
메이카우아얀,PH
modena,IT
modène,IT
मॉडेना,IT
โมเดนา,IT
モデナ,IT
摩德纳,IT
모데나,IT
bolu,TR
बोलू,TR
โบลู,TR
ボル,TR
博卢,TR
볼루,TR
toyokawa,JP
टोयोकावा,JP
โทะโยะกะวะ,JP
丰川,JP
豊川,JP
토요카와,JP
adoni,IN
आदोनी,IN
อาโดนี,IN
アドニ,IN
阿多尼,IN
아도니,IN
izumi,JP
इज़ुमी,JP
อิซูมิ,JP
和泉,JP
이즈미,JP
santa anita - los ficus,PE
सांता अनीता - लॉस फ़िकस,PE
サンタ・アニタ - ロス・フィクス,PE
圣安妮塔-洛斯菲库斯,PE
산타 아니타 - 로스 피쿠스,PE
táo dương,CN
zaoyang,CN
ज़ाओयांग,CN
จ่าวหยาง,CN
枣阳,CN
棗陽,CN
자오양,CN
paltan,BD
फलटण,BD
พัลตัน,BD
パルタン,BD
帕尔坦,BD
팔탄,BD
ivory park,ZA
アイボリー・パーク,ZA
象牙公园,ZA
아이보리 파크,ZA
padalarang,ID
पडलारंग,ID
ปาดาลารัง,ID
パダララン,ID
帕达拉朗,ID
파달라랑,ID
abacã,RU
abakan,RU
abakán,RU
अबाकान,RU
อะบาคัน,RU
アバカン,RU
阿巴坎,RU
아바칸,RU
pemalang,ID
पेमलंग,ID
เปอมาลัง,ID
プマラン,ID
珀馬朗,ID
페말랑,ID
genebra,CH
geneva,CH
geneve,CH
genewa,CH
genf,CH
genève,CH
ginebra,CH
ginevra,CH
जिनेवा,CH
เจนีวา,CH
ジュネーヴ,CH
日内瓦,CH
제네바,CH
vinh chau,VN
विन्ह चाउ,VN
หวิญเจิว,VN
ヴィンチャウ,VN
빈쩌우,VN
burewala,PK
बुरेवाला,PK
บูเรวาลา,PK
ブレワラ,PK
布雷瓦拉,PK
부레왈라,PK
brownsville,US
ब्राउन्सविल,US
บราวน์สวิลล์,US
ブラウンズビル,US
布朗斯维尔,US
브라운즈빌,US
baishan,CN
bạch sơn,CN
बाईशान,CN
ไป๋ซาน,CN
白山,CN
sujangarh,IN
सुजानगढ़,IN
スジャンガル,IN
苏詹加尔,IN
수장가르,IN
tachikawa,JP
ताचीकावा,JP
ทาจิกาวะ,JP
立川,JP
다치카와,JP
cergy-pontoise,FR
แซร์ฌี-ปงตวซ,FR
セルジー・ポントワーズ,FR
塞尔吉-蓬图瓦兹,FR
세르지퐁투아즈,FR
burlington,CA
बर्लिंगटन,CA
เบอร์ลิงตัน,CA
バーリントン,CA
伯灵顿,CA
벌링턴,CA
st helens,GB
सेंट हेलेंस,GB
เซนต์เฮเลนส์,GB
セント・ヘレンズ,GB
圣海伦斯,GB
세인트헬렌스,GB
tanjungbalai,ID
तंजुंगबलाई,ID
ตันจุงบาไล,ID
タンジュン・バライ,ID
丹絨峇萊,ID
탄중발라이,ID
lembang,ID
लेमबांग,ID
เล็มบัง,ID
レンバン,ID
伦邦,ID
렘방,ID
sants-montjuic,ES
sants-montjuich,ES
sants-montjuïc,ES
サンツ・モンジュイック,ES
圣徒-蒙特惠奇,ES
산츠몬주익,ES
bhusaval,IN
bhusawal,IN
भुसावल,IN
พุสาวฬ,IN
ブサーワル,IN
布薩瓦爾,IN
부사발,IN
bunda,TZ
बुंडा,TZ
บุนดา,TZ
ブンダ,TZ
布恩达,TZ
pak kret,TH
पाक क्रेट,TH
ปากเกร็ด,TH
パーククレット,TH
巴革,TH
빡끄렛,TH
skikda,DZ
स्किडा,DZ
สกิกดา,DZ
スキクダ,DZ
斯基克达,DZ
스키크다,DZ
mianeh,IR
mijane,IR
मियानेह,IR
เมียเนห์,IR
ミヤーネ,IR
米亚内,IR
미아네,IR
khandwa,IN
खण्डवा,IN
ขัณฑวะ,IN
カンドワ,IN
肯德瓦,IN
칸드와,IN
termez,UZ
termiz,UZ
tirmiz,UZ
तिरमिज़,UZ
เตร์มิซ,UZ
テルメズ,UZ
铁尔梅兹,UZ
테르메즈,UZ
cua,VE
cúa,VE
กูอา,VE
クア,VE
庫阿,VE
쿠아,VE
sirsa,IN
सिरसा,IN
สิรสา,IN
シルサー,IN
锡尔萨,IN
시르사,IN
kamensk-ouralski,RU
kamensk-ural'skij,RU
kamensk-ural'skiy,RU
kamensk-uralski,RU
kamensk-uralsky,RU
kamieńsk uralski,RU
kámensk-uralski,RU
कामेंस्क-उराल्स्की,RU
คาเมนสค์-อูราลสกี,RU
カメンスク・ウラリスキー,RU
卡缅斯克-乌拉尔斯基,RU
카멘스크우랄스키,RU
itaborai,BR
itaboraí,BR
इताबोराई,BR
อิตาโบไร,BR
イタボライ,BR
伊塔博拉伊,BR
이타보라이,BR
cidade dutra,BR
シダーデ・ドゥトラ,BR
杜特拉城,BR
시다지두트라,BR
reggio calabria,IT
reggio de calabre,IT
reggio di calabria,IT
regio de calabria,IT
रेजो दी कैलाब्रिया,IT
เรจโจคาลาเบรีย,IT
レッジョ・ディ・カラブリア,IT
雷焦卡拉布里亚,IT
레조디칼라브리아,IT
dinapur nizamat,IN
दीनापुर निज़ामत,IN
ดินาปูร์นิซามัต,IN
ディナプル・ニザマト,IN
迪纳普尔尼扎马特,IN
디나푸르 니자마트,IN
newport news,US
न्यूपोर्ट न्यूज़,US
นิวพอร์ตนิวส์,US
ニューポートニューズ,US
纽波特纽斯,US
뉴포트뉴스,US
santa clarita,US
सांता क्लैरिटा,US
แซนตาแคลริตา,US
サンタクラリタ,US
圣塔克拉利塔,US
산타클라리타,US
carletonville,ZA
कार्लटनविले,ZA
คาร์ลตันวิลล์,ZA
カールトンビル,ZA
卡尔顿维尔,ZA
칼턴빌,ZA
dubreka,GN
dubréka,GN
डुब्रेका,GN
ดูเบรคา,GN
ドゥブレカ,GN
杜布雷卡,GN
두브레카,GN
banha,EG
बान्हा,EG
บันฮา,EG
バンハー,EG
班哈,EG
반하,EG
bahraigh,IN
bahrajć,IN
बहराइच,IN
บะห์ไรจ์,IN
バフラーイチ,IN
巴赫赖奇,IN
바라이치,IN
poczdam,DE
potsdam,DE
पॉट्सडैम,DE
พ็อทซ์ดัม,DE
ポツダム,DE
波茨坦,DE
포츠담,DE
thanh y,HK
tsing yi,HK
tsing yi town,HK
त्सिंग यी,HK
チンイ,HK
青衣市鎮,HK
칭이,HK
monywa,MM
मोन्यावा,MM
โมนยวา,MM
モンユワ,MM
蒙育瓦,MM
모웅유와,MM
karaikkudi,IN
karaikudi,IN
कराइकुडी,IN
การาอิกุฎิ,IN
カーライックディ,IN
卡拉伊库迪,IN
카라이쿠디,IN
araure,VE
अरौरे,VE
อาเราเร,VE
アラウレ,VE
阿勞雷,VE
아라우레,VE
sultan pur majra,IN
sultanpur madźra,IN
सुल्तान पुर माजरा,IN
สุลตานปุระมาจรา,IN
スルターンプル・マジュラ,IN
苏丹普尔马杰拉,IN
술탄푸르마즈라,IN
trấn bình thành quan trấn,CN
zhenping chengguanzhen,CN
鎮平城関鎮,CN
镇平城关镇,CN
진평성관진,CN
an đạt,CN
anda,CN
अंदा,CN
อันต๋า,CN
安达,CN
安達,CN
petropavlovsk-kamchatski,RU
petropavlovsk-kamchatsky,RU
petropavlovsk-kamtchatski,RU
petropavlovsk-kamčatskij,RU
petropawlowsk-kamtschatski,RU
petropávlovsk-kamchatski,RU
pietropawłowsk kamczacki,RU
पेत्रोपाव्लोव्स्क-काम्चाट्स्की,RU
เปโตรปัฟลอฟสค์-คัมชัตสกี,RU
ペトロパブロフスク・カムチャツキー,RU
彼得罗巴甫洛夫斯克-堪察加,RU
페트로파블롭스크캄차츠키,RU
wadi as sir,JO
wadi as-sir,JO
वादी अस-सीर,JO
วาดีอัสซีร์,JO
ワディ・アッ＝シール,JO
瓦迪塞爾,JO
와디아시르,JO
chattanooga,US
चट्टानूगा,US
แชตตานูกา,US
チャタヌーガ,US
查塔努加,US
채터누가,US
odense,DK
ओडेंसे,DK
โอเดนเซ,DK
オーデンセ,DK
欧登塞,DK
오덴세,DK
townsville,AU
टाउंस्विल्,AU
ทาวน์สวิลล์,AU
タウンズビル,AU
汤斯维尔,AU
타운즈빌,AU
singosari,ID
सिंगोसरी,ID
ซิงโกซารี,ID
シンゴサリ,ID
新柯沙里,ID
싱오사리,ID
sacaba,BO
सकाबा,BO
ซากาบา,BO
サカバ,BO
萨卡瓦,BO
사카바,BO
quetzaltenango,GT
क्वेत्ज़ल्तेनांगो,GT
เกตซัลเตนังโก,GT
ケツァルテナンゴ,GT
克萨尔特南戈,GT
케찰테낭고,GT
ashuganj,BD
ashuganj city,BD
aszugandź,BD
आशुगंज,BD
อาชูคัญจ์,BD
アシュガンジ,BD
阿舒甘杰,BD
아슈간지,BD
chandannagar,IN
chandernagor,IN
czandanagar,IN
चंदननगर,IN
จันทันนคร,IN
シャンデルナゴル,IN
金德讷格尔,IN
찬다나가르,IN
gangneung,KR
गैंगनुंग,KR
คังนึง,KR
カンヌン,KR
江陵,KR
강릉,KR
baharampur,IN
बहरामपुर,IN
บะฮะรัมปูร์,IN
バハランプール,IN
巴哈拉姆普尔,IN
바람푸르,IN
berazategui,AR
बेरासातेगी,AR
เบราซาเตกี,AR
ベラサテギ,AR
贝拉萨特吉,AR
베라사테기,AR
crawley,GB
क्रॉली,GB
ครอว์ลีย์,GB
クローリー,GB
克劳利,GB
크롤리,GB
shahuwadi,IN
शाहूवाडी,IN
ชาฮูวาดี,IN
シャフワディ,IN
沙胡瓦迪,IN
샤후와디,IN
madanapalle,IN
मदनपल्ले,IN
มทนปัลเล,IN
マダナパッレ,IN
默德讷珀莱,IN
마다나팔레,IN
rio claro,BR
रियो क्लारो,BR
ฮิวกลารู,BR
リオ・クラロ,BR
里奥克拉鲁,BR
히우클라루,BR
tangail,BD
tangajl,BD
टंगाइल,BD
ตังไกล์,BD
タンガイル,BD
坦盖尔,BD
탕가일,BD
shulin,TW
thụ lâm,TW
शुलिन,TW
ซู่หลิน,TW
樹林,TW
수린,TW
castello de la plana,ES
castelló de la plana,ES
castellón de la plana,ES
कास्तेयॉन दे ला प्लाना,ES
กัสเตยอนเดลาปลานา,ES
カステリョン・デ・ラ・プラナ,ES
卡斯特利翁-德拉普拉纳,ES
카스테욘데라플라나,ES
edirne,TR
एदिर्ने,TR
เอดีร์แน,TR
エディルネ,TR
埃迪尔内,TR
에디르네,TR
bình vũ,CN
iassenevo,RU
jasenevo,RU
jasieniewo,RU
jassenewo,RU
nepean,CA
pingwu,CN
pingwu county,CN
yasenevo,RU
yásenevo,RU
नेपियन,CA
पिंगवू,CN
यासेनेवो,RU
ผิงอู่,CN
ยาเซเนโว,RU
เนเปียน,CA
ネピアン,CA
ヤセネヴォ,RU
亚斯涅沃,RU
内皮恩,CA
平武县,CN
平武県,CN
네피언,CA
야세네보,RU
핑우현,CN
yangju,KR
यांगजू,KR
ยางจู,KR
ヤンジュ,KR
杨州,KR
양주,KR
praga poludnie,PL
praga-południe,PL
プラガ-ポウドニェ,PL
南普拉格區,PL
프라가-포우드니에,PL
pirituba,BR
पिरितुबा,BR
ピリトゥバ,BR
皮里图巴,BR
피리투바,BR
kasama,ZM
कसामा,ZM
คาซามา,ZM
カサマ,ZM
卡萨马,ZM
카사마,ZM
surendranagar,IN
सुरेन्द्रनगर,IN
สุเรนทรนคร,IN
スーレーンドラナガル,IN
苏伦德拉讷格尔,IN
수레드라나가르,IN
obuase,GH
ओबुआसी,GH
โอบัวซี,GH
オブアシ,GH
奥布阿西,GH
오부아시,GH
varamin,IR
waramin,IR
वरामिन,IR
วารามิน,IR
ヴァラーミーン,IR
瓦拉明,IR
바라민,IR
passo fundo,BR
パッソ・フンド,BR
帕苏丰杜,BR
파수푼두,BR
legaspi,PH
legazpi,PH
लेगास्पि,PH
เลกัสปี,PH
レガスピ,PH
黎牙实比,PH
레가스피,PH
phu quoc,VN
phú quốc,VN
फू क्वोक,VN
ฟู้โกว๊ก,VN
フーコック,VN
富国岛,VN
푸꾸옥,VN
podolsk,RU
पोदोल्स्क,RU
โปโดลสค์,RU
ポドルスク,RU
波多利斯克,RU
포돌스크,RU
saarbruecken,DE
saarbrücken,DE
sarrebruck,DE
सारब्रकेन,DE
ซาร์บรึคเคิน,DE
ザールブリュッケン,DE
萨尔布吕肯,DE
자르브뤼켄,DE
purwakarta,ID
पुरवाकर्ता,ID
ปูร์วาการ์ตา,ID
プルワカルタ,ID
普哇加达,ID
푸르와카르타,ID
djizak,UZ
dżyzak,UZ
jizzax,UZ
जिज़ाख,UZ
จีซซัค,UZ
ジザフ,UZ
吉扎克,UZ
지자흐,UZ
ila orangun,NG
イラ・オラングン,NG
일라 오랑군,NG
neyveli,IN
नेयवेली,IN
เนย์เวลิ,IN
ネイヴェリ,IN
内韦利,IN
네이벨리,IN
qianjiang,CN
tiềm giang,CN
छियानच्यांग,CN
เฉียนเจียง,CN
潜江,CN
첸장,CN
hamm,DE
हाम,DE
ฮัมม์,DE
ハム,DE
哈姆,DE
함,DE
burgos,ES
बुर्गोस,ES
บูร์โกส,ES
ブルゴス,ES
布尔戈斯,ES
부르고스,ES
si racha,TH
सिराचा,TH
ศรีราชา,TH
シラチャ,TH
是拉差,TH
시라차,TH
tiaret,DZ
tijarat,DZ
टियारेट,DZ
เตียเร็ต,DZ
ティアレット,DZ
提亚雷特,DZ
티아레트,DZ
la rioja,AR
ला रियोहा,AR
ลาริโอคา,AR
ラ・リオハ,AR
拉里奥哈,AR
라리오하,AR
silchar,IN
silćar,IN
सिलचर,IN
ซิลชาร์,IN
シルチャル,IN
西尔查尔,IN
실차르,IN
amadora,PT
अमाडोरा,PT
อามาโดรา,PT
アマドーラ,PT
阿马多拉,PT
아마도라,PT
ipswich,GB
इप्सविच,GB
อิปสวิช,GB
イプスウィッチ,GB
伊普斯威奇,GB
입스위치,GB
njeru,UG
न्जेरू,UG
นเจรู,UG
ンジェル,UG
恩杰鲁,UG
은제루,UG
toliara,MG
तोलियारा,MG
โตเลียรา,MG
トリアラ,MG
图利亚拉,MG
톨리아라,MG
saki,NG
saky,NG
साकी,NG
ซากี,NG
サキ,NG
萨基,NG
사키,NG
chlef,DZ
szalif,DZ
चलेफ़,DZ
เชลฟ,DZ
シュレフ,DZ
谢利夫,DZ
슐레프,DZ
fontanar,CU
फोंतानार,CU
ฟอนตานาร์,CU
フォンタナール,CU
丰塔纳尔,CU
폰타나르,CU
fort lauderdale,US
फोर्ट लॉडरडेल,US
ฟอร์ตลอเดอร์เดล,US
フォートローダーデール,US
劳德代尔堡,US
포트로더데일,US
seogwipo,KR
सियोग्विपो,KR
ซอกวีโพ,KR
西帰浦,KR
西归浦,KR
서귀포,KR
east flatbush,US
ईस्ट फ्लैटबुश,US
อีสต์แฟลตบุช,US
イースト・フラットブッシュ,US
东弗拉特布什,US
이스트플랫부시,US
spring valley,US
स्प्रिंग वैली,US
สปริงแวลลีย์,US
スプリング・バレー,US
斯普林瓦利,US
스프링밸리,US
metro,ID
मेट्रो,ID
เมโตร,ID
メトロ,ID
默特羅,ID
메트로,ID
livingstone,ZM
लिविंगस्टोन,ZM
ลิฟวิงสโตน,ZM
リヴィングストン,ZM
利文斯顿,ZM
리빙스턴,ZM
potchefstroom,ZA
पॉचेफ़स्ट्रूम,ZA
พอตเชฟสตรูม,ZA
ポチェフストルーム,ZA
波切夫斯特鲁姆,ZA
포체프스트룸,ZA
ciudad camilo cienfuegos,CU
सियूदाद कैमिलो सिएनफ़्यूगोस,CU
ซิวดัด กามิโล ซิเอนฟวยโกส,CU
